Skills,Occupation Code,Weight
Identifying objects actions and events,13-1074.00,47
Interpreting the meaning of information for others,13-1199.06,47
Monitor processes materials or surroundings,13-1074.00,47
Monitoring and controlling resources,13-1199.03,47
Monitoring and controlling resources,13-1199.04,47
Monitoring and controlling resources,13-2031.00,47
Organizing planning and prioritizing work,13-1074.00,47
Provide consultation and advice to others,13-2071.01,47
Scheduling work and activities,13-1022.00,47
Scheduling work and activities,13-1199.03,47
Training and teaching others,13-1141.00,47
Consequence of error,13-2011.01,47
Deal with unpleasant or angry people,13-1199.02,47
Degree of automation,13-2052.00,47
Degree of automation,13-2053.00,47
Duration of typical work week,13-2071.00,47
Exposed to contaminants,13-1041.04,47
Exposed to high places,13-1199.01,47
Letters and memos,13-2099.01,47
Level of competition,13-1199.01,47
Physical proximity,13-1199.05,47
Physical proximity,13-2051.00,47
Responsibility for outcomes and results,13-2021.01,47
Responsible for others health and safety,13-1023.00,47
Responsible for others health and safety,13-1081.01,47
Responsible for others health and safety,13-2071.01,47
Sounds noise levels are distracting,13-1032.00,47
Spend time making repetitive motions,13-2011.01,47
Innovation,13-1031.02,47
Innovation,13-2071.01,47
Social orientation,13-1041.07,47
Administration and management,13-1041.01,48
Administration and management,13-1041.04,48
Administration and management,13-2081.00,48
Chemistry,13-1041.06,48
Clerical,13-1151.00,48
Clerical,13-2021.02,48
Clerical,13-2053.00,48
Computers and electronics,13-1041.07,48
Computers and electronics,13-1151.00,48
Economics and accounting,13-1131.00,48
Economics and accounting,13-2071.01,48
Education and training,13-2011.02,48
Education and training,13-2099.04,48
Law and government,13-1111.00,48
Law and government,13-2041.00,48
Mechanical,13-1051.00,48
Personnel and human resources,13-2011.02,48
Psychology,13-1075.00,48
Sales_and_Marketing,13-1121.00,48
Resolving conflicts and negotiating with others,13-2082.00,48
Assisting and caring for others,13-1011.00,48
Assisting and caring for others,13-1131.00,48
Coaching and developing others,13-1021.00,48
Coordinating the work and activities of others,13-2081.00,48
Developing and building teams,13-2041.00,48
Developing and building teams,13-2053.00,48
Judging the qualities of things services or people,13-1199.01,48
Monitor processes materials or surroundings,13-1199.06,48
Monitoring and controlling resources,13-1199.06,48
Performing for or working directly with the public,13-1011.00,48
Performing general physical activities,13-1041.02,48
Provide consultation and advice to others,13-1011.00,48
Provide consultation and advice to others,13-2021.02,48
Training and teaching others,13-2031.00,48
Consequence of error,13-1031.01,48
Consequence of error,13-1051.00,48
Consequence of error,13-2031.00,48
Consequence of error,13-2053.00,48
Coordinate or lead others,13-1031.02,48
Coordinate or lead others,13-2071.00,48
Deal with unpleasant or angry people,13-1023.00,48
Deal with unpleasant or angry people,13-1041.01,48
Degree of automation,13-1081.02,48
Degree of automation,13-2011.02,48
Degree of automation,13-2031.00,48
Frequency of conflict situations,13-1074.00,48
Frequency of conflict situations,13-1141.00,48
Frequency of conflict situations,13-1199.06,48
Importance of repeating same tasks,13-1199.01,48
Importance of repeating same tasks,13-2099.02,48
Level of competition,13-2011.01,48
Outdoors under cover,13-1074.00,48
Physical proximity,13-2071.00,48
Sounds noise levels are distracting,13-1023.00,48
Sounds noise levels are distracting,13-1081.02,48
Spend time making repetitive motions,13-2031.00,48
Spend time standing,13-1074.00,48
Concern for others,13-2053.00,48
Social orientation,13-1041.01,48
Social orientation,13-1081.01,48
Social orientation,13-2041.00,48
Social orientation,13-2051.00,48
Administration and management,13-2099.01,49
Clerical,13-1031.01,49
Clerical,13-1131.00,49
Computers and electronics,13-1131.00,49
Computers and electronics,13-2011.01,49
Education and training,13-1032.00,49
Engineering and technology,13-1081.02,49
Physics,13-1041.01,49
Production and processing,13-1041.01,49
Sales_and_Marketing,13-1023.00,49
Telecommunications,13-1041.06,49
Thinking creatively,13-1041.02,49
Thinking creatively,13-1041.07,49
Thinking creatively,13-2053.00,49
Selling or influencing others,13-1081.01,49
Selling or influencing others,13-1199.01,49
Resolving conflicts and negotiating with others,13-1199.01,49
Assisting and caring for others,13-1071.00,49
Developing and building teams,13-1041.02,49
Developing objectives and strategies,13-1199.03,49
Developing objectives and strategies,13-2051.00,49
Guiding directing and motivating subordinates,13-1199.01,49
Judging the qualities of things services or people,13-2099.01,49
Monitor processes materials or surroundings,13-1071.00,49
Performing administrative activities,13-1151.00,49
Scheduling work and activities,13-1031.02,49
Staffing organizational units,13-1199.03,49
Staffing organizational units,13-2099.04,49
Training and teaching others,13-1041.03,49
Training and teaching others,13-1131.00,49
Coordinate or lead others,13-1032.00,49
Cramped work space awkward positions,13-1041.06,49
Deal with external customers,13-1151.00,49
Deal with external customers,13-1199.04,49
Degree of automation,13-1021.00,49
Degree of automation,13-2061.00,49
Degree of automation,13-2082.00,49
Frequency of conflict situations,13-1041.07,49
Frequency of decision making,13-1081.02,49
Importance of repeating same tasks,13-1161.00,49
Indoors not environmentally controlled,13-1074.00,49
Level of competition,13-1081.01,49
Level of competition,13-1141.00,49
Outdoors under cover,13-1041.06,49
Physical proximity,13-1081.01,49
Physical proximity,13-1199.04,49
Physical proximity,13-1199.06,49
Physical proximity,13-2041.00,49
Spend time making repetitive motions,13-1023.00,49
Spend time making repetitive motions,13-1199.06,49
Spend time making repetitive motions,13-2082.00,49
Spend time sitting,13-1041.06,49
Innovation,13-1074.00,49
Innovation,13-1199.03,49
Arm hand steadiness,13-1041.06,50
Arm hand steadiness,13-1199.01,50
Category flexibility,13-1011.00,50
Category flexibility,13-1021.00,50
Category flexibility,13-1199.06,50
Category flexibility,13-2082.00,50
Control precision,13-1199.01,50
Far vision,13-1021.00,50
Far vision,13-2021.01,50
Far vision,13-2021.02,50
Far vision,13-2099.02,50
Finger dexterity,13-1041.06,50
Flexibility of closure,13-1031.02,50
Flexibility of closure,13-1081.00,50
Flexibility of closure,13-1161.00,50
Flexibility of closure,13-1199.03,50
Flexibility of closure,13-2011.02,50
Flexibility of closure,13-2021.02,50
Flexibility of closure,13-2041.00,50
Flexibility of closure,13-2053.00,50
Flexibility of closure,13-2071.01,50
Fluency of ideas,13-1021.00,50
Fluency of ideas,13-1022.00,50
Fluency of ideas,13-1041.01,50
Fluency of ideas,13-1041.02,50
Fluency of ideas,13-1041.03,50
Fluency of ideas,13-1041.06,50
Fluency of ideas,13-1051.00,50
Fluency of ideas,13-1141.00,50
Fluency of ideas,13-1199.03,50
Fluency of ideas,13-1199.06,50
Fluency of ideas,13-2011.01,50
Fluency of ideas,13-2071.01,50
Information ordering,13-2021.02,50
Information ordering,13-2071.00,50
Mathematical reasoning,13-1023.00,50
Mathematical reasoning,13-1031.01,50
Mathematical reasoning,13-1041.04,50
Mathematical reasoning,13-1081.00,50
Mathematical reasoning,13-1111.00,50
Mathematical reasoning,13-1121.00,50
Mathematical reasoning,13-1141.00,50
Mathematical reasoning,13-1199.06,50
Mathematical reasoning,13-2081.00,50
Mathematical reasoning,13-2099.04,50
Memorization,13-1081.01,50
Memorization,13-1151.00,50
Memorization,13-2011.02,50
Near vision,13-1074.00,50
Number facility,13-1041.01,50
Number facility,13-1041.04,50
Number facility,13-1199.06,50
Number facility,13-2021.02,50
Perceptual speed,13-1041.06,50
Perceptual speed,13-1041.07,50
Perceptual speed,13-2011.02,50
Selective attention,13-1011.00,50
Selective attention,13-1022.00,50
Selective attention,13-1031.01,50
Selective attention,13-1041.01,50
Selective attention,13-1051.00,50
Selective attention,13-1141.00,50
Selective attention,13-1151.00,50
Selective attention,13-1199.01,50
Selective attention,13-1199.04,50
Selective attention,13-2021.02,50
Selective attention,13-2031.00,50
Selective attention,13-2041.00,50
Selective attention,13-2051.00,50
Selective attention,13-2071.00,50
Selective attention,13-2099.01,50
Speech of closure,13-1041.03,50
Time sharing,13-1121.00,50
Visualization,13-1041.01,50
Visualization,13-1121.00,50
Written expression,13-1022.00,50
Clerical,13-2052.00,50
Computers and electronics,13-1141.00,50
Computers and electronics,13-2099.02,50
Customer and personal service,13-1074.00,50
Education and training,13-1041.02,50
Education and training,13-1041.03,50
Law and government,13-1121.00,50
Law and government,13-2082.00,50
Mathematics,13-1031.02,50
Production and processing,13-1081.01,50
Active learning,13-2082.00,50
Complex problem solving,13-1071.00,50
Complex problem solving,13-1199.06,50
Complex problem solving,13-2021.02,50
Complex problem solving,13-2071.01,50
Complex problem solving,13-2081.00,50
Coordination,13-1041.02,50
Coordination,13-1074.00,50
Coordination,13-1141.00,50
Coordination,13-1161.00,50
Coordination,13-1199.01,50
Coordination,13-1199.03,50
Coordination,13-1199.06,50
Coordination,13-2011.01,50
Coordination,13-2031.00,50
Coordination,13-2052.00,50
Coordination,13-2053.00,50
Coordination,13-2072.00,50
Coordination,13-2081.00,50
Coordination,13-2099.02,50
Critical thinking,13-1074.00,50
Instructing,13-1022.00,50
Instructing,13-1023.00,50
Instructing,13-1041.06,50
Instructing,13-1075.00,50
Instructing,13-1081.01,50
Instructing,13-1121.00,50
Instructing,13-1199.03,50
Instructing,13-2011.02,50
Instructing,13-2052.00,50
Instructing,13-2072.00,50
Instructing,13-2099.02,50
Instructing,13-2099.04,50
Judgment and decision making,13-1074.00,50
Judgment and decision making,13-2081.00,50
Learning strategies,13-1041.03,50
Learning strategies,13-1041.04,50
Learning strategies,13-1081.00,50
Learning strategies,13-1111.00,50
Learning strategies,13-1141.00,50
Learning strategies,13-1161.00,50
Learning strategies,13-1199.01,50
Learning strategies,13-1199.05,50
Learning strategies,13-2011.01,50
Learning strategies,13-2099.01,50
Learning strategies,13-2099.02,50
Learning strategies,13-2099.04,50
Management of financial resources,13-1121.00,50
Management of personnel resources,13-1021.00,50
Management of personnel resources,13-1071.00,50
Management of personnel resources,13-1075.00,50
Management of personnel resources,13-1111.00,50
Management of personnel resources,13-1151.00,50
Management of personnel resources,13-1199.03,50
Management of personnel resources,13-1199.04,50
Management of personnel resources,13-1199.05,50
Mathematics,13-1021.00,50
Mathematics,13-1023.00,50
Mathematics,13-1041.01,50
Mathematics,13-1081.00,50
Mathematics,13-1111.00,50
Mathematics,13-1199.03,50
Mathematics,13-1199.06,50
Monitoring,13-1051.00,50
Monitoring,13-2053.00,50
Monitoring,13-2072.00,50
Monitoring,13-2081.00,50
Monitoring,13-2082.00,50
Monitoring,13-2099.01,50
Negotiation,13-1041.02,50
Negotiation,13-1041.03,50
Negotiation,13-1041.04,50
Negotiation,13-1041.07,50
Negotiation,13-1111.00,50
Negotiation,13-1141.00,50
Negotiation,13-1151.00,50
Negotiation,13-1199.01,50
Negotiation,13-1199.03,50
Negotiation,13-1199.05,50
Negotiation,13-2071.01,50
Negotiation,13-2099.02,50
Operation monitoring,13-1041.04,50
Operation monitoring,13-1199.01,50
Operations analysis,13-1199.01,50
Operations analysis,13-1199.02,50
Persuasion,13-1041.02,50
Persuasion,13-1041.04,50
Persuasion,13-1041.07,50
Persuasion,13-1051.00,50
Persuasion,13-1199.01,50
Persuasion,13-1199.02,50
Persuasion,13-2011.01,50
Persuasion,13-2021.01,50
Persuasion,13-2061.00,50
Persuasion,13-2071.01,50
Persuasion,13-2081.00,50
Persuasion,13-2099.02,50
Science,13-1199.01,50
Service orientation,13-1021.00,50
Service orientation,13-1032.00,50
Service orientation,13-1071.00,50
Service orientation,13-1081.01,50
Service orientation,13-1141.00,50
Service orientation,13-1199.01,50
Service orientation,13-1199.05,50
Service orientation,13-2011.01,50
Service orientation,13-2011.02,50
Service orientation,13-2041.00,50
Service orientation,13-2053.00,50
Service orientation,13-2061.00,50
Service orientation,13-2081.00,50
Service orientation,13-2082.00,50
Service orientation,13-2099.02,50
Service orientation,13-2099.04,50
Social perceptiveness,13-1032.00,50
Social perceptiveness,13-1074.00,50
Social perceptiveness,13-1199.03,50
Social perceptiveness,13-2011.01,50
Social perceptiveness,13-2031.00,50
Social perceptiveness,13-2053.00,50
Social perceptiveness,13-2082.00,50
Social perceptiveness,13-2099.01,50
Social perceptiveness,13-2099.02,50
Systems analysis,13-1021.00,50
Systems analysis,13-1199.03,50
Systems analysis,13-2071.01,50
Systems evaluation,13-1022.00,50
Systems evaluation,13-1023.00,50
Systems evaluation,13-1141.00,50
Systems evaluation,13-2011.02,50
Time management,13-1022.00,50
Time management,13-1031.01,50
Time management,13-1041.01,50
Time management,13-1041.03,50
Time management,13-1051.00,50
Time management,13-1081.02,50
Time management,13-1141.00,50
Time management,13-1161.00,50
Time management,13-2021.01,50
Time management,13-2031.00,50
Time management,13-2072.00,50
Time management,13-2081.00,50
Time management,13-2099.01,50
Time management,13-2099.02,50
Writing,13-1022.00,50
Thinking creatively,13-2061.00,50
Selling or influencing others,13-1022.00,50
Resolving conflicts and negotiating with others,13-1081.01,50
Coaching and developing others,13-1161.00,50
Coordinating the work and activities of others,13-1199.06,50
Developing and building teams,13-1041.01,50
Developing objectives and strategies,13-1022.00,50
Developing objectives and strategies,13-1051.00,50
Developing objectives and strategies,13-1199.06,50
Developing objectives and strategies,13-2072.00,50
Guiding directing and motivating subordinates,13-1161.00,50
Interpreting the meaning of information for others,13-1023.00,50
Judging the qualities of things services or people,13-1041.02,50
Judging the qualities of things services or people,13-2081.00,50
Monitor processes materials or surroundings,13-2053.00,50
Monitor processes materials or surroundings,13-2099.02,50
Monitoring and controlling resources,13-1051.00,50
Operating vehicles mechanized devices or equipment,13-1041.02,50
Performing administrative activities,13-1081.02,50
Provide consultation and advice to others,13-1131.00,50
Provide consultation and advice to others,13-2031.00,50
Provide consultation and advice to others,13-2099.01,50
Scheduling work and activities,13-1021.00,50
Scheduling work and activities,13-1141.00,50
Scheduling work and activities,13-2099.02,50
Staffing organizational units,13-1199.02,50
Consequence of error,13-1199.02,50
Deal with unpleasant or angry people,13-1081.00,50
Deal with unpleasant or angry people,13-2041.00,50
Deal with unpleasant or angry people,13-2099.02,50
Degree of automation,13-1071.00,50
Extremely bright or inadequate lighting,13-1041.06,50
Frequency of conflict situations,13-1151.00,50
Frequency of conflict situations,13-2011.02,50
Frequency of conflict situations,13-2071.01,50
Importance of repeating same tasks,13-1041.03,50
In an enclosed vehicle or equipment,13-1121.00,50
Indoors not environmentally controlled,13-1032.00,50
Level of competition,13-1041.07,50
Level of competition,13-1151.00,50
Public speaking,13-1199.02,50
Responsible for others health and safety,13-1021.00,50
Responsible for others health and safety,13-1081.00,50
Sounds noise levels are distracting,13-1041.01,50
Sounds noise levels are distracting,13-2011.01,50
Spend time making repetitive motions,13-1011.00,50
Concern for others,13-1051.00,50
Innovation,13-1032.00,50
Innovation,13-2011.01,50
Innovation,13-2061.00,50
Leadership,13-2099.01,50
Social orientation,13-1199.03,50
Administration and management,13-1031.01,51
Clerical,13-2082.00,51
Communications and media,13-1111.00,51
Computers and electronics,13-1071.00,51
Customer and personal service,13-1199.05,51
Education and training,13-1023.00,51
Education and training,13-2052.00,51
Law and government,13-1199.02,51
Mathematics,13-1075.00,51
Sales_and_Marketing,13-2051.00,51
Thinking creatively,13-2081.00,51
Selling or influencing others,13-1023.00,51
Selling or influencing others,13-2099.01,51
Communicating with supervisors peers or subordinates,13-2021.02,51
Making decisions and solving problems,13-1074.00,51
Coaching and developing others,13-1071.00,51
Coordinating the work and activities of others,13-2072.00,51
Developing and building teams,13-2099.01,51
Developing objectives and strategies,13-1041.02,51
Developing objectives and strategies,13-1041.03,51
Developing objectives and strategies,13-1071.00,51
Developing objectives and strategies,13-2031.00,51
Inspecting equipment structures or material,13-1041.02,51
Interpreting the meaning of information for others,13-1021.00,51
Judging the qualities of things services or people,13-1041.07,51
Judging the qualities of things services or people,13-1081.00,51
Judging the qualities of things services or people,13-1199.03,51
Judging the qualities of things services or people,13-2041.00,51
Judging the qualities of things services or people,13-2072.00,51
Performing administrative activities,13-2061.00,51
Performing for or working directly with the public,13-2011.02,51
Performing for or working directly with the public,13-2099.04,51
Provide consultation and advice to others,13-1041.03,51
Scheduling work and activities,13-2011.01,51
Training and teaching others,13-1041.01,51
Consequence of error,13-2082.00,51
Coordinate or lead others,13-2011.01,51
Deal with external customers,13-1041.07,51
Deal with unpleasant or angry people,13-1011.00,51
Exposed to disease or infections,13-1041.02,51
Frequency of conflict situations,13-1081.02,51
Frequency of conflict situations,13-1199.04,51
Frequency of conflict situations,13-2099.04,51
Indoors not environmentally controlled,13-1041.04,51
Level of competition,13-2061.00,51
Physical proximity,13-1021.00,51
Physical proximity,13-1075.00,51
Physical proximity,13-1081.02,51
Physical proximity,13-1199.02,51
Responsibility for outcomes and results,13-1075.00,51
Spend time standing,13-1199.01,51
Concern for others,13-2011.01,51
Innovation,13-2031.00,51
Social orientation,13-1051.00,51
Social orientation,13-2021.01,51
Social orientation,13-2061.00,51
Administration and management,13-2099.04,52
Communications and media,13-2071.01,52
Computers and electronics,13-2031.00,52
Design,13-1051.00,52
Economics and accounting,13-1161.00,52
Education and training,13-1081.02,52
Engineering and technology,13-2099.01,52
Law and government,13-1031.02,52
Law and government,13-1081.00,52
Mathematics,13-1111.00,52
Mathematics,13-1199.05,52
Mathematics,13-2071.00,52
Mechanical,13-1041.04,52
Personnel and human resources,13-1011.00,52
Personnel and human resources,13-1199.02,52
Production and processing,13-1051.00,52
Production and processing,13-1081.02,52
Production and processing,13-1111.00,52
Production and processing,13-1199.06,52
Public safety and security,13-1021.00,52
Sales_and_Marketing,13-1199.01,52
Therapy and counseling,13-2071.00,52
Communicating with persons outside organization,13-2099.01,52
Thinking creatively,13-1032.00,52
Thinking creatively,13-1041.06,52
Thinking creatively,13-2011.01,52
Thinking creatively,13-2071.00,52
Resolving conflicts and negotiating with others,13-1199.06,52
Coaching and developing others,13-1081.02,52
Developing and building teams,13-1011.00,52
Developing and building teams,13-1041.04,52
Developing objectives and strategies,13-2071.00,52
Guiding directing and motivating subordinates,13-1041.04,52
Guiding directing and motivating subordinates,13-2061.00,52
Inspecting equipment structures or material,13-1081.01,52
Interpreting the meaning of information for others,13-1131.00,52
Monitoring and controlling resources,13-1032.00,52
Monitoring and controlling resources,13-1081.02,52
Monitoring and controlling resources,13-1151.00,52
Performing administrative activities,13-1161.00,52
Performing administrative activities,13-1199.01,52
Performing administrative activities,13-1199.05,52
Performing for or working directly with the public,13-1199.01,52
Performing general physical activities,13-1041.04,52
Scheduling work and activities,13-1199.05,52
Scheduling work and activities,13-2021.01,52
Training and teaching others,13-1199.01,52
Consequence of error,13-2051.00,52
Consequence of error,13-2081.00,52
Coordinate or lead others,13-2099.01,52
Deal with external customers,13-1081.02,52
Electronic mail,13-1074.00,52
Frequency of conflict situations,13-1081.00,52
Level of competition,13-1031.02,52
Physical proximity,13-1041.04,52
Physical proximity,13-2053.00,52
Physical proximity,13-2099.04,52
Responsibility for outcomes and results,13-1199.05,52
Responsibility for outcomes and results,13-2072.00,52
Responsible for others health and safety,13-1199.04,52
Spend time standing,13-1041.06,52
Spend time standing,13-1121.00,52
Concern for others,13-1081.01,52
Innovation,13-1021.00,52
Innovation,13-2021.01,52
Innovation,13-2071.00,52
Category flexibility,13-1023.00,53
Category flexibility,13-1031.01,53
Category flexibility,13-1032.00,53
Category flexibility,13-1041.02,53
Category flexibility,13-1071.00,53
Category flexibility,13-1075.00,53
Category flexibility,13-1081.00,53
Category flexibility,13-1081.01,53
Category flexibility,13-1121.00,53
Category flexibility,13-1131.00,53
Category flexibility,13-1141.00,53
Category flexibility,13-1199.05,53
Category flexibility,13-2021.02,53
Category flexibility,13-2031.00,53
Category flexibility,13-2041.00,53
Category flexibility,13-2071.01,53
Category flexibility,13-2081.00,53
Far vision,13-1031.02,53
Far vision,13-1041.06,53
Far vision,13-1081.01,53
Far vision,13-1121.00,53
Far vision,13-1151.00,53
Far vision,13-1199.01,53
Far vision,13-1199.02,53
Finger dexterity,13-1081.01,53
Flexibility of closure,13-1041.07,53
Flexibility of closure,13-1081.02,53
Flexibility of closure,13-1141.00,53
Flexibility of closure,13-2011.01,53
Flexibility of closure,13-2051.00,53
Flexibility of closure,13-2081.00,53
Flexibility of closure,13-2099.04,53
Fluency of ideas,13-1199.01,53
Fluency of ideas,13-2011.02,53
Fluency of ideas,13-2031.00,53
Fluency of ideas,13-2051.00,53
Fluency of ideas,13-2061.00,53
Fluency of ideas,13-2099.02,53
Inductive reasoning,13-1071.00,53
Information ordering,13-1021.00,53
Information ordering,13-1022.00,53
Information ordering,13-1032.00,53
Information ordering,13-1199.06,53
Information ordering,13-2053.00,53
Mathematical reasoning,13-1021.00,53
Mathematical reasoning,13-1031.02,53
Mathematical reasoning,13-1041.01,53
Mathematical reasoning,13-2021.02,53
Mathematical reasoning,13-2071.00,53
Memorization,13-1041.04,53
Near vision,13-1022.00,53
Number facility,13-1021.00,53
Number facility,13-1081.00,53
Number facility,13-1161.00,53
Number facility,13-2021.01,53
Number facility,13-2082.00,53
Perceptual speed,13-1031.02,53
Perceptual speed,13-1199.01,53
Perceptual speed,13-2061.00,53
Perceptual speed,13-2071.01,53
Selective attention,13-1032.00,53
Selective attention,13-1075.00,53
Selective attention,13-1121.00,53
Selective attention,13-1199.02,53
Selective attention,13-1199.03,53
Selective attention,13-2011.02,53
Selective attention,13-2021.01,53
Selective attention,13-2061.00,53
Selective attention,13-2071.01,53
Speech clarity,13-1199.01,53
Speech clarity,13-2011.01,53
Speech clarity,13-2021.02,53
Speech clarity,13-2082.00,53
Speech recognition,13-2011.01,53
Speech recognition,13-2082.00,53
Speech of closure,13-1031.02,53
Speech of closure,13-1041.01,53
Speech of closure,13-2061.00,53
Time sharing,13-1041.04,53
Time sharing,13-1151.00,53
Visual color discrimination,13-1041.01,53
Visual color discrimination,13-1041.04,53
Visualization,13-1081.00,53
Visualization,13-1081.01,53
Visualization,13-1199.02,53
Written expression,13-2082.00,53
Administration and management,13-2011.01,53
Clerical,13-1041.02,53
Communications and media,13-1075.00,53
Customer and personal service,13-2011.01,53
Economics and accounting,13-1011.00,53
Education and training,13-2071.00,53
Geography,13-2021.02,53
Mathematics,13-1041.04,53
Active learning,13-1021.00,53
Active learning,13-1071.00,53
Active learning,13-1081.02,53
Active learning,13-1199.01,53
Active learning,13-2011.01,53
Active learning,13-2021.02,53
Active learning,13-2053.00,53
Active learning,13-2072.00,53
Complex problem solving,13-1041.02,53
Complex problem solving,13-1131.00,53
Complex problem solving,13-2021.01,53
Complex problem solving,13-2053.00,53
Complex problem solving,13-2072.00,53
Complex problem solving,13-2082.00,53
Coordination,13-1021.00,53
Coordination,13-1022.00,53
Coordination,13-1023.00,53
Coordination,13-1031.02,53
Coordination,13-1041.01,53
Coordination,13-1041.03,53
Coordination,13-1051.00,53
Coordination,13-2011.02,53
Coordination,13-2099.01,53
Instructing,13-1041.04,53
Instructing,13-1081.00,53
Instructing,13-1111.00,53
Instructing,13-1141.00,53
Instructing,13-1199.02,53
Instructing,13-1199.04,53
Instructing,13-1199.05,53
Instructing,13-2099.01,53
Judgment and decision making,13-1032.00,53
Judgment and decision making,13-2082.00,53
Learning strategies,13-1041.01,53
Learning strategies,13-1199.03,53
Learning strategies,13-1199.04,53
Learning strategies,13-2071.00,53
Management of financial resources,13-2031.00,53
Management of material resources,13-1023.00,53
Management of personnel resources,13-1041.06,53
Management of personnel resources,13-1131.00,53
Management of personnel resources,13-2011.02,53
Management of personnel resources,13-2099.04,53
Mathematics,13-1022.00,53
Mathematics,13-1031.02,53
Mathematics,13-2021.01,53
Mathematics,13-2071.00,53
Mathematics,13-2072.00,53
Mathematics,13-2081.00,53
Mathematics,13-2082.00,53
Monitoring,13-1011.00,53
Monitoring,13-1021.00,53
Monitoring,13-1022.00,53
Monitoring,13-1041.02,53
Monitoring,13-1041.07,53
Monitoring,13-1071.00,53
Monitoring,13-1081.01,53
Monitoring,13-1199.06,53
Monitoring,13-2021.01,53
Monitoring,13-2031.00,53
Monitoring,13-2052.00,53
Monitoring,13-2099.02,53
Negotiation,13-1051.00,53
Negotiation,13-1199.04,53
Negotiation,13-1199.06,53
Negotiation,13-2011.02,53
Operations analysis,13-1081.00,53
Operations analysis,13-1111.00,53
Operations analysis,13-2061.00,53
Persuasion,13-1031.01,53
Persuasion,13-1031.02,53
Persuasion,13-1081.01,53
Persuasion,13-1111.00,53
Persuasion,13-1141.00,53
Persuasion,13-1151.00,53
Persuasion,13-1161.00,53
Persuasion,13-1199.04,53
Quality control analysis,13-1041.04,53
Service orientation,13-1022.00,53
Service orientation,13-1031.02,53
Service orientation,13-1041.02,53
Service orientation,13-1041.03,53
Service orientation,13-1041.04,53
Service orientation,13-1041.06,53
Service orientation,13-1111.00,53
Service orientation,13-2021.01,53
Social perceptiveness,13-1021.00,53
Social perceptiveness,13-1051.00,53
Social perceptiveness,13-1141.00,53
Social perceptiveness,13-1161.00,53
Social perceptiveness,13-1199.06,53
Social perceptiveness,13-2011.02,53
Social perceptiveness,13-2081.00,53
Systems analysis,13-1141.00,53
Systems analysis,13-1151.00,53
Systems analysis,13-1161.00,53
Systems analysis,13-1199.01,53
Systems analysis,13-1199.05,53
Systems analysis,13-2011.02,53
Systems analysis,13-2031.00,53
Systems analysis,13-2051.00,53
Systems evaluation,13-1051.00,53
Systems evaluation,13-1075.00,53
Systems evaluation,13-1121.00,53
Systems evaluation,13-1151.00,53
Systems evaluation,13-1161.00,53
Systems evaluation,13-1199.01,53
Systems evaluation,13-2051.00,53
Systems evaluation,13-2071.00,53
Time management,13-1021.00,53
Time management,13-1041.02,53
Time management,13-1041.04,53
Time management,13-1071.00,53
Time management,13-1074.00,53
Time management,13-1111.00,53
Time management,13-2011.01,53
Time management,13-2021.02,53
Time management,13-2052.00,53
Time management,13-2071.00,53
Time management,13-2071.01,53
Writing,13-1021.00,53
Writing,13-2041.00,53
Writing,13-2082.00,53
Thinking creatively,13-1041.04,53
Thinking creatively,13-1071.00,53
Selling or influencing others,13-1199.02,53
Making decisions and solving problems,13-2071.01,53
Analyzing data or information,13-2071.01,53
Assisting and caring for others,13-1121.00,53
Assisting and caring for others,13-2052.00,53
Coaching and developing others,13-1011.00,53
Coordinating the work and activities of others,13-2011.01,53
Developing objectives and strategies,13-1032.00,53
Developing objectives and strategies,13-1041.06,53
Developing objectives and strategies,13-2021.01,53
Guiding directing and motivating subordinates,13-1021.00,53
Guiding directing and motivating subordinates,13-1051.00,53
Identifying objects actions and events,13-1131.00,53
Identifying objects actions and events,13-2071.01,53
Monitor processes materials or surroundings,13-2099.01,53
Monitoring and controlling resources,13-1031.01,53
Monitoring and controlling resources,13-2011.02,53
Monitoring and controlling resources,13-2099.04,53
Performing administrative activities,13-1041.01,53
Performing for or working directly with the public,13-1199.06,53
Staffing organizational units,13-1041.06,53
Consequence of error,13-1023.00,53
Coordinate or lead others,13-1141.00,53
Deal with unpleasant or angry people,13-1121.00,53
Deal with unpleasant or angry people,13-2099.04,53
Importance of repeating same tasks,13-2099.01,53
In an enclosed vehicle or equipment,13-1199.02,53
Level of competition,13-1199.05,53
Level of competition,13-2071.01,53
Level of competition,13-2099.02,53
Physical proximity,13-2011.02,53
Public speaking,13-1075.00,53
Responsibility for outcomes and results,13-1023.00,53
Sounds noise levels are distracting,13-1041.04,53
Analytical thinking,13-1032.00,53
Concern for others,13-1081.02,53
Concern for others,13-2041.00,53
Innovation,13-1041.03,53
Leadership,13-1032.00,53
Social orientation,13-1023.00,53
Social orientation,13-1032.00,53
Social orientation,13-2011.01,53
Administration and management,13-1041.02,54
Administration and management,13-2021.02,54
Biology,13-1041.01,54
Clerical,13-1032.00,54
Computers and electronics,13-2011.02,54
Economics and accounting,13-1199.03,54
Economics and accounting,13-1199.06,54
Economics and accounting,13-2021.02,54
Education and training,13-1081.00,54
Fine arts,13-1011.00,54
Law and government,13-1021.00,54
Law and government,13-1074.00,54
Personnel and human resources,13-1081.00,54
Production and processing,13-1081.00,54
Psychology,13-1161.00,54
Public safety and security,13-1041.01,54
Public safety and security,13-1081.01,54
Public safety and security,13-1121.00,54
Sales_and_Marketing,13-2053.00,54
